,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies
0,14947.9173,22139.0,0.6978451588750256,0.6978451588750256,0.6978451588750256,0.0,2
1,22332.43946,49078.0,0.6978023838458469,0.6978023838458469,0.6978023838458469,0.0,2
2,5154.764074,82730.0,0.6981232862128844,0.6981232862128844,0.6981232862128844,0.0,1
3,5454.587929,66334.0,0.6971724677110133,0.6971724677110133,0.6971724677110133,0.0,4
4,5326.677654,76717.0,0.6970652277194735,0.6970652277194735,0.6970652277194735,0.0,6
5,2497.531509,37453.03323794849,0.6971724677110133,0.6971724677110133,0.6971724677110133,0.0,1
6,2736.352663,17533.0,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,1
7,3746.751625,41479.0,0.6977562675181708,0.6977562675181708,0.6977562675181708,1.0,1
8,7247.313475,37453.03323794849,0.6978975620301712,0.6978975620301712,0.6978975620301712,0.0,7
9,15031.5645,59456.0,0.698419178454456,0.698419178454456,0.698419178454456,0.0,8
10,2502.209885,37453.03323794849,0.6973280159140713,0.6973280159140713,0.6973280159140713,1.0,1
11,9521.222806,27769.0,0.6980743795813319,0.6980743795813319,0.6980743795813319,0.0,6
12,8869.619888,81350.0,0.6979675729980394,0.6979675729980394,0.6979675729980394,0.0,9
13,2926.886293,92381.0,0.6972689441785297,0.6972689441785297,0.6972689441785297,0.0,1
14,8491.465719,37453.03323794849,0.6980288806840214,0.6980288806840214,0.6980288806840214,0.0,3
15,5776.338737,27510.0,0.6983108309620044,0.6983108309620044,0.6983108309620044,3.0,1
16,8470.043225,37453.03323794849,0.6975298394272498,0.6975298394272498,0.6975298394272498,0.0,2
17,2880.348532,81565.0,0.6972378852859352,0.6972378852859352,0.6972378852859352,0.0,1
18,9799.175061,22166.0,0.6981155273446273,0.6981155273446273,0.6981155273446273,0.0,6
19,5790.565333,84551.0,0.6972689441785297,0.6972689441785297,0.6972689441785297,0.0,5
20,5745.94334,57740.0,0.6973280159140713,0.6973280159140713,0.6973280159140713,3.0,9
21,3593.12645,18213.0,0.6977874007021792,0.6977874007021792,0.6977874007021792,1.0,1
22,9863.502214,99654.0,0.6980743795813319,0.6980743795813319,0.6980743795813319,0.0,3
23,5111.304579,76448.0,0.6969454480135512,0.6969454480135512,0.6969454480135512,0.0,3
24,19435.62924,38688.0,0.6985450529938056,0.6985450529938056,0.6985450529938056,0.0,3
25,6870.607058,37453.03323794849,0.6979099076891633,0.6979099076891633,0.6979099076891633,0.0,3
26,5651.396772,44634.0,0.6972378852859352,0.6972378852859352,0.6972378852859352,1.0,9
27,4556.068318,25617.0,0.6969454480135512,0.6969454480135512,0.6969454480135512,0.0,3
28,5860.16743,94527.0,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,3
29,4950.250892,27400.0,0.6969454480135512,0.6969454480135512,0.6969454480135512,1.0,9
30,2224.089639,37453.03323794849,0.696986892775266,0.696986892775266,0.696986892775266,0.0,1
31,2867.312197,23376.0,0.6974352158327719,0.6974352158327719,0.6974352158327719,0.0,1
32,12157.5413,40432.0,0.697409682550966,0.697409682550966,0.697409682550966,0.0,2
33,14687.07959,37453.03323794849,0.6975937642885232,0.6975937642885232,0.6975937642885232,0.0,2
34,7750.120323,22668.0,0.697102272717479,0.697102272717479,0.697102272717479,1.0,2
35,2456.816127,37453.03323794849,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,1
36,32474.76977,71449.0,0.697871984897483,0.697871984897483,0.697871984897483,0.0,2
37,6941.872931,37453.03323794849,0.6979783517998458,0.6979783517998458,0.6979783517998458,3.0,6
38,7294.492993,37453.03323794849,0.6979992159575074,0.6979992159575074,0.6979992159575074,2.0,7
39,3417.953745,72460.0,0.6975937642885232,0.6975937642885232,0.6975937642885232,0.0,1
40,4700.583771,76694.0,0.6980383592863427,0.6980383592863427,0.6980383592863427,0.0,1
41,2471.528431,95697.0,0.6968575744657536,0.6968575744657536,0.6968575744657536,0.0,1
42,10130.93442,59232.0,0.6975937642885232,0.6975937642885232,0.6975937642885232,0.0,2
43,23866.15656,37453.03323794849,0.6975072465146216,0.6975072465146216,0.6975072465146216,1.0,2
44,9371.773682,66325.0,0.6980383592863427,0.6980383592863427,0.6980383592863427,0.0,5
45,5096.673223,22886.0,0.697026792661888,0.697026792661888,0.697026792661888,0.0,3
46,15563.36944,37453.03323794849,0.6985509205656623,0.6985509205656623,0.6985509205656623,5.0,7
47,7475.784971,29633.0,0.6984387585604604,0.6984387585604604,0.6984387585604604,0.0,1
48,5568.656492,51489.0,0.6982059468183518,0.6982059468183518,0.6982059468183518,0.0,1
49,20579.69157,37453.03323794849,0.6971724677110133,0.6971724677110133,0.6971724677110133,0.0,2
50,8276.44416,37453.03323794849,0.6975298394272498,0.6975298394272498,0.6975298394272498,0.0,2
51,15114.40241,28513.0,0.6978451588750256,0.6978451588750256,0.6978451588750256,1.0,2
52,4709.52218,37453.03323794849,0.6970652277194735,0.6970652277194735,0.6970652277194735,0.0,3
53,2398.354197,14321.0,0.697026792661888,0.697026792661888,0.697026792661888,0.0,1
54,4834.710493,38713.0,0.6970652277194735,0.6970652277194735,0.6970652277194735,4.0,6
55,9031.214859,37453.03323794849,0.6980829376653815,0.6980829376653815,0.6980829376653815,0.0,9
56,4620.390087,37453.03323794849,0.6981456956496985,0.6981456956496985,0.6981456956496985,0.0,1
57,5552.596353,50470.0,0.6972378852859352,0.6972378852859352,0.6972378852859352,0.0,8
58,5093.379714,91814.0,0.6969454480135512,0.6969454480135512,0.6969454480135512,0.0,3
59,16794.31422,38399.0,0.6979219707892664,0.6979219707892664,0.6979219707892664,0.0,2
60,24278.10167,20983.0,0.6978023838458469,0.6978023838458469,0.6978023838458469,1.0,2
61,7462.926263,70263.0,0.6977400886900034,0.6977400886900034,0.6977400886900034,0.0,5
62,2891.272351,80590.0,0.6972378852859352,0.6972378852859352,0.6972378852859352,0.0,1
63,5048.051359,34452.0,0.6981155273446273,0.6981155273446273,0.6981155273446273,0.0,1
64,7737.265103,50296.0,0.697026792661888,0.697026792661888,0.697026792661888,1.0,2
65,8007.399376,37453.03323794849,0.6979888970942049,0.6979888970942049,0.6979888970942049,0.0,3
66,4957.033603,62803.0,0.6969023725902878,0.6969023725902878,0.6969023725902878,0.0,5
67,5898.733666,53998.0,0.6974352158327719,0.6974352158327719,0.6974352158327719,5.0,8
68,5310.861767,37453.03323794849,0.6972689441785297,0.6972689441785297,0.6972689441785297,1.0,3
69,2773.455358,73478.0,0.6971379975688385,0.6971379975688385,0.6971379975688385,0.0,1
70,5504.139033,37453.03323794849,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,5
71,2471.528431,95697.0,0.6968575744657536,0.6968575744657536,0.6968575744657536,0.0,1
72,12313.16484,37453.03323794849,0.6980288806840214,0.6980288806840214,0.6980288806840214,0.0,2
73,3982.180708,38500.0,0.697831250391281,0.697831250391281,0.697831250391281,1.0,1
74,8237.037945,23940.0,0.6979337603725477,0.6979337603725477,0.6979337603725477,0.0,7
75,7356.559341,81145.0,0.6977234813538691,0.6977234813538691,0.6977234813538691,0.0,8
76,8672.194272,22547.0,0.6979888970942049,0.6979888970942049,0.6979888970942049,0.0,3
77,8071.334962,72149.0,0.6978587333061619,0.6978587333061619,0.6978587333061619,0.0,6
78,14510.7505,60120.0,0.6983977526236095,0.6983977526236095,0.6983977526236095,0.0,6
79,4633.336334,27132.0,0.6969454480135512,0.6969454480135512,0.6969454480135512,1.0,4
80,5488.931031,33881.0,0.6971379975688385,0.6971379975688385,0.6971379975688385,0.0,9
81,14228.23432,31650.0,0.6980743795813319,0.6980743795813319,0.6980743795813319,0.0,2
82,2673.319593,28728.0,0.697102272717479,0.697102272717479,0.697102272717479,0.0,1
83,5332.462694,68931.0,0.6970652277194735,0.6970652277194735,0.6970652277194735,0.0,7
84,10064.60828,20440.0,0.6981308979712214,0.6981308979712214,0.6981308979712214,2.0,9
85,4293.009593,37453.03323794849,0.6968575744657536,0.6968575744657536,0.6968575744657536,0.0,8
86,3567.503755,37453.03323794849,0.697871984897483,0.697871984897483,0.697871984897483,0.0,1
87,5823.162917,88359.0,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,9
88,3484.141641,34307.0,0.6977234813538691,0.6977234813538691,0.6977234813538691,2.0,1
89,34039.05613,37453.03323794849,0.6978975620301712,0.6978975620301712,0.6978975620301712,0.0,2
90,7995.441263,66685.0,0.697102272717479,0.697102272717479,0.697102272717479,2.0,2
91,4454.104455,37453.03323794849,0.6971379975688385,0.6971379975688385,0.6971379975688385,1.0,3
92,5395.346288,37453.03323794849,0.6973280159140713,0.6973280159140713,0.6973280159140713,0.0,4
93,2927.07045,75685.0,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,1
94,6582.450781,37453.03323794849,0.6969023725902878,0.6969023725902878,0.6969023725902878,0.0,2
95,2844.849804,80306.0,0.6972378852859352,0.6972378852859352,0.6972378852859352,0.0,1
96,4434.411172,34549.0,0.6979783517998458,0.6979783517998458,0.6979783517998458,0.0,1
97,7031.463693,16224.0,0.6977400886900034,0.6977400886900034,0.6977400886900034,0.0,9
98,2449.31771,47122.0,0.6969023725902878,0.6969023725902878,0.6969023725902878,0.0,1
99,2504.444752,37453.03323794849,0.6971724677110133,0.6971724677110133,0.6971724677110133,0.0,1
100,9095.049868,37937.0,0.6980288806840214,0.6980288806840214,0.6980288806840214,0.0,5
101,8071.65295,37453.03323794849,0.6979888970942049,0.6979888970942049,0.6979888970942049,0.0,7
102,15032.9003,17150.0,0.697026792661888,0.697026792661888,0.697026792661888,0.0,2
103,11009.13049,51643.0,0.6985886071159297,0.6985886071159297,0.6985886071159297,0.0,1
104,4550.856045,17913.0,0.6980288806840214,0.6980288806840214,0.6980288806840214,0.0,1
105,4434.941371,58082.0,0.6979888970942049,0.6979888970942049,0.6979888970942049,1.0,1
106,15762.53198,44362.0,0.6970652277194735,0.6970652277194735,0.6970652277194735,0.0,2
107,4273.587765,82214.0,0.6979219707892664,0.6979219707892664,0.6979219707892664,1.0,1
108,32654.8383,37453.03323794849,0.6982828502716962,0.6982828502716962,0.6982828502716962,0.0,2
109,2927.734329,51991.0,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,1
110,7590.050089,10375.0,0.6970652277194735,0.6970652277194735,0.6970652277194735,0.0,2
111,4605.036646,22571.0,0.6969454480135512,0.6969454480135512,0.6969454480135512,0.0,9
112,4873.350518,47824.0,0.6981383665257586,0.6981383665257586,0.6981383665257586,3.0,1
113,4786.054889,37453.03323794849,0.6971379975688385,0.6971379975688385,0.6971379975688385,0.0,9
114,5395.091602,86640.0,0.697102272717479,0.697102272717479,0.697102272717479,0.0,5
115,2356.074955,37453.03323794849,0.6969454480135512,0.6969454480135512,0.6969454480135512,0.0,1
116,3921.018919,62445.0,0.6978169961340474,0.6978169961340474,0.6978169961340474,1.0,1
117,20171.96154,24804.0,0.6972989718301453,0.6972989718301453,0.6972989718301453,0.0,2
118,5528.212807,36088.0,0.6972689441785297,0.6972689441785297,0.6972689441785297,0.0,9
119,4077.501164,53093.0,0.697884924380429,0.697884924380429,0.697884924380429,0.0,1
120,19259.84494,35973.0,0.6983108309620044,0.6983108309620044,0.6983108309620044,0.0,2
121,7695.122957,50147.0,0.6978587333061619,0.6978587333061619,0.6978587333061619,0.0,3
122,42561.63183,66661.0,0.6980567373447008,0.6980567373447008,0.6980567373447008,0.0,2
123,7153.208425,32238.0,0.6977064293154948,0.6977064293154948,0.6977064293154948,0.0,4
124,26180.80528,68189.0,0.6975298394272498,0.6975298394272498,0.6975298394272498,1.0,2
125,7089.68396,52707.0,0.6976889155814119,0.6976889155814119,0.6976889155814119,1.0,6
126,4786.009693,23402.0,0.6968575744657536,0.6968575744657536,0.6968575744657536,0.0,7
127,7918.334928,44698.0,0.6984754664947287,0.6984754664947287,0.6984754664947287,4.0,1
128,2858.087414,27382.0,0.6972378852859352,0.6972378852859352,0.6972378852859352,0.0,1
